,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Maintenance,Soil Type,Soil pH,Soil Drainage,Characteristics,Native Plants,Tolerance,Garden Uses,Garden Styles,Depth,Attracts,Spacing,Heat Zones
Monarda fistulosa,3 to 9,"1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, A2, A3",Perennials,Monarda - Bee Balms,"Full Sun, Partial Sun","Summer (Mid,Late)-Fall",2' to 4' (60cm to 120cm),2' to 3' (60cm to 90cm),"Low, Average",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Cut Flowers, Fragrant, Showy","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Pacific Northwest, Idaho, Oregon, Rocky Mountains, Colorado, Montana, Utah, Wyoming, Southeast, Alabama, Arkansas, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Arizona, New Mexico, Oklahoma, Texas","Clay Soil, Deer, Drought, Rabbit, Dry Soil, Rocky Soil",Beds and Borders,"Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies, Hummingbirds","36"" (90cm)",1 to 9
Monarda media,4 to 9,,Perennials,Monarda - Bee Balms,"Full Sun, Partial Sun","Summer (Mid,Late)-",2' to 3' (60cm to 90cm),1' to 2' (30cm to 60cm),Average,Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","United States, Midwest, Illinois, Indiana, Michigan, Ohio, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Southeast, Alabama, Georgia, Kentucky, North Carolina, Tennessee, Virginia, West Virginia","Deer, Rabbit","Beds and Borders, Rain Gardens, Water Gardens","Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies, Hummingbirds","24"" (60cm)",
Monarda punctata,3 to 10,,Perennials,Monarda - Bee Balms,"Full Sun, Partial Sun","Summer (Early,Mid)-",1' to 2' (30cm to 60cm),"9"" to 1' (22cm to 30cm)","Low, Average",Average,"Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Cut Flowers, Fragrant, Showy","United States, California, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Ohio, Wisconsin, Northeast, Connecticut, Delaware, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Vermont, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, Southwest, New Mexico, Oklahoma, Texas","Deer, Drought, Dry Soil",Beds and Borders,"Informal and Cottage, Prairie and Meadow",,"Butterflies, Hummingbirds","12"" (30cm)",
Morella cerifera,7 to 11,,"Shrubs, Trees",,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",10' to 15' (3m to 4.5m),8' to 10' (240cm to 3m),"Average, High",Low,"Clay, Loam","Acid, Neutral","Moist but Well-Drained, Moisture Retentive","Showy, Evergreen, Fruit & Berries","United States, Northeast, Delaware, Maryland, New Jersey, Southeast, Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Virginia, West Virginia, Southwest, Oklahoma, Texas","Deer, Drought, Rabbit, Salt, Wet Soil","Banks and Slopes, Beds and Borders, Hedges and Screens, Ponds and Streams, Rain Gardens","Coastal Garden, Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies","96"" to 120""  (240cm to 300cm)",
Morus rubra,4 to 10,"2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7","Fruit, Trees",,"Full Sun, Partial Sun","Spring (Mid,Late)-Summer (Early,Mid,Late)-Fall",30' to 50' (9m to 15m),30' to 40' (9m to 12m),Average,Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Ohio, Wisconsin, Northeast, Connecticut, Delaware, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas",Drought,,"Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies",,
Nelumbo lutea,4 to 11,,"Aquatic Plants, Perennials",,Full Sun,"Summer (Early,Mid,Late)-Fall",3' to 6' (90cm to 180cm),3' to 4' (90cm to 120cm),High,Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral",Poorly Drained,"Fragrant, Showy","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Ohio, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, Southwest, Oklahoma, Texas",,"Ponds and Streams, Water Gardens",,,,"36"" to 48"" (90cm to 120cm)",1 to 12
Nymphaea mexicana,3 to 11,"1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2",Aquatic Plants,Nymphaea - Water Lilies,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-Fall","6"" to 1' (15cm to 30cm)",2' to 4' (60cm to 120cm),High,Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moisture Retentive, Poorly Drained","Fragrant, Showy, Evergreen","United States, California, Southeast, Alabama, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Southwest, Arizona, Oklahoma, Texas",,"Ponds and Streams, Water Gardens",,,Birds,"36"" to 60"" (90cm to 150cm)",
Nymphaea odorata,4 to 11,"1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2",Aquatic Plants,Nymphaea - Water Lilies,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-Fall","2"" to 1' (5cm to 30cm)",2' to 4' (60cm to 120cm),High,Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moisture Retentive, Poorly Drained","Fragrant, Showy","United States, Alaska, California, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Pacific Northwest, Idaho, Oregon, Washington, Rocky Mountains, Colorado, Montana, Utah, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Nevada, Arizona, New Mexico, Oklahoma, Texas",,"Ponds and Streams, Water Gardens",,,Birds,"36"" to 60"" (90cm to 150cm)",1 to 11
Nyssa aquatica,6 to 9,,Trees,,Full Sun,"Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",50' to 80'  (15m to 24m),20' to 50' (6m to 15m),"Average, High",Low,"Chalk, Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Moisture Retentive, Poorly Drained",Showy,"United States, Midwest, Illinois, Missouri, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, Southwest, Texas",Wet Soil,"Bog Gardens, Ponds and Streams",Prairie and Meadow,,,,
Oenothera fruticosa,4 to 8,"1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21",Perennials,Oenothera - Primroses - Sundrops,Full Sun,Spring (Late)-Summer (Early)-,1' to 2' (30cm to 60cm),1' to 2' (30cm to 60cm),"Low, Average",Low,"Chalk, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"United States, Midwest, Illinois, Indiana, Michigan, Missouri, Ohio, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma","Drought, Dry Soil, Rocky Soil","Beds and Borders, Ground Covers, Patio and Containers","City and Courtyard, Coastal Garden, Gravel and Rock Garden, Informal and Cottage, Prairie and Meadow",,"Birds, Hummingbirds","24"" (60cm)",1 to 8
Oligoneuron rigidum,3 to 9,,Perennials,Solidago - Goldenrods,Full Sun,Summer (Late)-Fall,3' to 5' (90cm to 150cm),1' to 3' (30cm to 90cm),"Low, Average",Average,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Rhode Island, Rocky Mountains, Colorado, Montana, Wyoming, Southeast, Alabama, Arkansas, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, New Mexico, Oklahoma, Texas","Clay Soil, Deer, Dry Soil",Beds and Borders,"Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies","30"" (75cm)",
Osmorhiza longistylis,5 to 8,,"Herbs, Perennials",,"Full Sun, Partial Sun","Spring (Mid,Late)-",2' to 3' (60cm to 90cm),2' to 3' (60cm to 90cm),Average,Low,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Fragrant, Showy","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Rocky Mountains, Colorado, Montana, Wyoming, Southeast, Alabama, Arkansas, Georgia, Kentucky, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, New Mexico, Oklahoma, Texas",,,Informal and Cottage,,,"36"" (90cm)",
Ostrya virginiana,5 to 9,,Trees,,"Full Sun, Partial Sun","Spring (Mid,Late)-Summer (Early,Mid,Late)-FallWinter",20' to 40' (6m to 12m),20' to 30' (6m to 9m),"Low, Average",Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Rocky Mountains, Wyoming, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas","Clay Soil, Deer, Drought, Dry Soil",,Prairie and Meadow,,Birds,,2 to 9
Oxalis violacea,5 to 9,,"Bulbs, Perennials",Oxalis,"Full Sun, Partial Sun","Spring (Mid,Late)-Summer (Early)-","6"" to 10"" (15cm to 25cm)","6"" to 10"" (15cm to 25cm)","Low, Average",Low,"Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Pacific Northwest, Oregon, Rocky Mountains, Colorado, Wyoming, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Arizona, New Mexico, Oklahoma, Texas",Dry Soil,"Beds and Borders, Ground Covers","Gravel and Rock Garden, Informal and Cottage, Prairie and Meadow",,Birds,"10"" (25cm)",
Oxydendrum arboreum,5 to 9,"2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17",Trees,,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",20'  to 30' (6m to 9m),20' to 30' (6m to 9m),"Low, Average",Low,"Clay, Loam, Sand",Acid,"Moist but Well-Drained, Well-Drained","Fragrant, Showy","United States, Midwest, Illinois, Indiana, Ohio, Northeast, Maryland, New York, Pennsylvania, Rhode Island, Southeast, Alabama, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia","Deer, Dry Soil, Salt",,Informal and Cottage,,,,3 to 9
Packera aurea,3 to 8,,Perennials,,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-",1' to 3' (30cm to 90cm),"6"" to 2' (15cm to 60cm)","Low, Average, High",Low,"Chalk, Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Moisture Retentive, Well-Drained","Showy, Semi-Evergreen","United States, Midwest, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Ohio, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas","Dry Soil, Wet Soil","Beds and Borders, Bog Gardens, Ground Covers, Ponds and Streams, Rain Gardens","Informal and Cottage, Prairie and Meadow",,Butterflies,"12"" to 18"" (30cm to 45cm)",
Panicum amarum,2 to 9,,Ornamental Grasses,Panicum - Switch Grasses,Full Sun,Summer (Late)-FallWinter,3' to 4' (90cm to 120cm),2' to 3' (60cm to 90cm),"Low, Average",Low,"Chalk, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"United States, Northeast, Connecticut, Delaware, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Rhode Island, Southeast, Alabama, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Virginia, West Virginia, Southwest, New Mexico, Texas","Drought, Dry Soil, Salt","Beds and Borders, Patio and Containers","City and Courtyard, Coastal Garden, Informal and Cottage",,Birds,"36"" to 72"" (90cm to 180cm)",
Panicum virgatum,5 to 9,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23",Ornamental Grasses,Panicum - Switch Grasses,"Full Sun, Partial Sun","Summer (Mid,Late)-FallWinter",5' to 7' (150cm to 210cm),2' to 3' (60cm to 90cm),Average,Low,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy",,"Deer, Drought, Dry Soil, Wet Soil","Beds and Borders, Bog Gardens, Hedges and Screens, Ponds and Streams, Rain Gardens","Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies","24"" to 36"" (60cm to 90cm)",1 to 9
Parkinsonia aculeata,8 to 11,"8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2",Trees,,Full Sun,"Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",15' to 20' (4.5m to 6m),20' to 25' (6m to 7.5m),Low,Low,"Clay, Loam, Sand","Alkaline, Neutral",Well-Drained,Showy,"United States, California, Rocky Mountains, Utah, Southeast, Alabama, Florida, Georgia, Louisiana, Mississippi, South Carolina, Southwest, Nevada, Arizona, New Mexico, Texas","Drought, Salt",Hedges and Screens,Mediterranean Garden,,"Birds, Butterflies",,10 to 12
Parthenium integrifolium,4 to 8,,Perennials,,Full Sun,"Spring (Late)-Summer (Early,Mid,Late)-",2' to 4' (60cm to 120cm),1' to 2' (30cm to 60cm),"Low, Average",Low,"Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Dried Arrangements, Cut Flowers, Fragrant, Showy","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Ohio, Wisconsin, Northeast, Connecticut, Massachusetts, Maryland, New York, Pennsylvania, Southeast, Alabama, Arkansas, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas","Clay Soil, Drought, Dry Soil, Rocky Soil",Beds and Borders,"Gravel and Rock Garden, Informal and Cottage, Prairie and Meadow",,,"18"" to 24"" (45cm to 60cm)",
Parthenocissus quinquefolia,3 to 11,"1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Climbers,Parthenocissus,"Full Sun, Partial Sun, Shade","Spring (Mid,Late)-Summer (Early,Mid,Late)-Fall",30' to 50' (9m to 15m),5' to 10' (150cm to 3m),"Low, Average",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Rocky Mountains, Colorado, Utah, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas","Clay Soil, Deer, Drought, Dry Soil","Arbors, Pergolas, Trellises, Banks and Slopes, Ground Covers, Wall-Side Borders, Walls and Fences",,,Birds,,1 to 9
Passiflora lutea,5 to 10,,Climbers,Passiflora - Passion Flowers,"Full Sun, Partial Sun","Spring (Late)-Summer (Early,Mid,Late)-Fall",10' to 20' (3m to 6m),2' to 4' (60cm to 120cm),Average,Low,"Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,Showy,"United States, Midwest, Illinois, Indiana, Kansas, Missouri, Ohio, Northeast, Delaware, Maryland, Pennsylvania, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas",Deer,"Arbors, Pergolas, Trellises, Patio and Containers, Wall-Side Borders, Walls and Fences","City and Courtyard, Informal and Cottage, Mediterranean Garden",,"Butterflies, Hummingbirds","24"" to 48"" (60cm to 120cm)",
Peltandra virginica,5 to 9,,"Aquatic Plants, Perennials",,"Full Sun, Partial Sun, Shade","Spring (Mid,Late)-Summer (Early)-",1' to 2' (30cm to 60cm),1' to 2' (30cm to 60cm),High,Average,"Clay, Loam, Sand","Acid, Alkaline, Neutral",Poorly Drained,Showy,"United States, California, Midwest, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Ohio, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Pacific Northwest, Oregon, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas",Wet Soil,"Bog Gardens, Ponds and Streams, Rain Gardens, Water Gardens",,,Birds,"18"" to 24"" (45cm to 60cm)",5 to 9
Penstemon digitalis,3 to 8,"6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",Perennials,Penstemon - Beardtongues,Full Sun,"Spring (Late)-Summer (Early,Mid)-",3' to 5' (90cm to 150cm),1' to 2' (30cm to 60cm),"Low, Average","Low, Average","Chalk, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Cut Flowers, Showy, Semi-Evergreen","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Southeast, Alabama, Arkansas, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas","Clay Soil, Deer, Drought, Rabbit, Dry Soil","Beds and Borders, Wall-Side Borders","City and Courtyard, Coastal Garden, Informal and Cottage, Prairie and Meadow, Traditional Garden",,"Butterflies, Hummingbirds","18"" to 24"" (45cm to 60cm)",1 to 9
Phacelia bipinnatifida,5 to 8,,Annuals,Phacelia,"Partial Sun, Shade","Spring (Early,Mid,Late)-Summer (Early)-",1' to 3' (30cm to 90cm),3' to 4' (90cm to 120cm),Average,Low,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,"United States, Midwest, Illinois, Indiana, Missouri, Ohio, Northeast, Maryland, Pennsylvania, Southeast, Alabama, Arkansas, Georgia, Kentucky, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia",,Ground Covers,Prairie and Meadow,,"Birds, Butterflies","36"" to 48"" (90cm to 120cm)",
Philadelphus inodorus,5 to 10,,Shrubs,Philadelphus - Mock Oranges,"Full Sun, Partial Sun",Spring (Late)-Summer (Early)-,6' to 10' (180cm to 3m),6' to 8' (180cm to 240cm),Average,Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Cut Flowers, Showy","United States, Midwest, Illinois, Indiana, Ohio, Wisconsin, Northeast, Connecticut, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Rhode Island, Rocky Mountains, Montana, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia",Drought,"Banks and Slopes, Beds and Borders, Hedges and Screens","Coastal Garden, Informal and Cottage",,Birds,"72"" to 96"" (180cm to 240cm)",
