,Active Growth Period,After Harvest Regrowth Rate,Bloat,C:N Ratio,Coppice Potential,Fall Conspicuous,Fire Resistant,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height, Mature (feet)",Known Allelopath,Leaf Retention,Low Growing Grass,Nitrogen Fixation,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Fine Textured Soils,Adapted to Medium Textured Soils,Anaerobic Tolerance,CaCO3 Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,Fire Tolerance,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,"pH, Maximum","pH, Minimum","Planting Density per Acre, Maximum","Planting Density per Acre, Minimum","Precipitation, Maximum","Precipitation, Minimum","Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed per Pound,Seed Spread Rate,Seedling Vigor,Small Grain,Vegetative Spread Rate,Berry/Nut/Seed Product,Christmas Tree Product,Fodder Product,Lumber Product,Naval Store Product,Nursery Stock Product,Palatable Browse Animal,Palatable Graze Animal,Palatable Human,Post Product,Protein Potential,Pulpwood Product,Veneer Product,"Height at 20 Years, Maximum (feet)",Lifespan,Fuelwood Product
LEVA,Summer and Fall,,None,Low,No,No,Yes,Green,No,Green,Porous,Porous,Fine,Green,No,Stoloniferous,Rapid,0.1,No,No,No,None,No,Decumbent,None,No,No,No,High,Low,No,None,Medium,High,135,None,High,7.0,5.7,11000,500,,,0,None,Intolerant,-33,Late Spring,No Known Source,None,Summer,Summer,No,No,No,No,No,No,No,No,Yes,No,,None,,No,Moderate,No,No,No,No,No,No,,Medium,No,No,Medium,No,No,,Short,
LEAX,Spring,,None,Medium,No,No,No,White,No,Green,Dense,Dense,Coarse,Brown,No,Multiple Stem,Slow,6.5,No,Yes,No,None,No,Erect,None,Yes,Yes,Yes,Medium,Low,No,Low,Low,High,200,None,Low,7.0,3.5,3450,1212,55,40,15,None,Tolerant,2,Fall,Routinely Available,Medium,Fall,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,,Moderate,High,No,None,No,No,No,No,No,No,Medium,Low,No,No,,No,No,6,Long,
LEFO,Spring and Summer,,None,High,No,Yes,Yes,White,Yes,Green,Dense,Dense,Coarse,Brown,Yes,Multiple Stem,Moderate,4.0,No,Yes,No,None,Yes,Semi-Erect,None,Yes,No,Yes,None,None,No,Medium,Medium,High,175,High,Medium,6.0,4.5,2700,1700,60,35,16,None,Tolerant,-13,Mid Spring,Routinely Available,Medium,Summer,Summer,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,None,,No,None,No,No,No,No,No,Yes,Low,,No,No,Low,No,No,4,Moderate,
LIPI7,Spring and Summer,Moderate,None,Medium,No,No,No,Purple,Yes,Yellow-Green,Porous,Porous,Fine,Black,No,Single Stem,Moderate,5.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,None,Medium,No,Medium,Low,High,200,None,Low,6.8,5.8,,,65,30,9,Low,Intolerant,7,Late Summer,No Known Source,Medium,Fall,Winter,No,No,No,No,No,No,Yes,No,No,No,290000,Slow,Medium,No,None,No,No,No,No,No,Yes,,,No,No,,No,No,,Moderate,
LISP,Summer,Slow,None,High,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Slow,4.5,No,No,No,None,No,Erect,None,No,Yes,Yes,Medium,Low,No,Low,Low,High,165,None,Medium,7.5,5.6,7000,2700,60,35,14,Low,Intermediate,-18,Late Summer,Routinely Available,Low,Summer,Fall,No,No,No,Yes,Yes,No,Yes,No,No,No,100000,Slow,Low,No,Slow,No,No,No,No,No,Yes,Low,Low,No,No,Low,No,No,,Moderate,
LISQ2,Summer and Fall,Slow,None,High,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,No,Bunch,Slow,2.5,No,No,No,None,No,Erect,None,No,Yes,Yes,Medium,Low,No,Medium,Medium,High,180,None,Medium,7.5,5.4,7000,2700,60,35,14,None,Intermediate,-3,Late Summer,No Known Source,Low,Summer,Fall,No,No,No,Yes,Yes,No,Yes,No,No,No,100000,Slow,Medium,No,None,No,No,No,No,No,Yes,Low,Low,No,No,Low,No,No,,Moderate,
LISP2,Spring,,None,Medium,No,No,No,White,No,Green,,,Coarse,Green,No,Stoloniferous,Moderate,0.5,No,No,No,None,No,Decumbent,None,No,Yes,Yes,High,Medium,No,None,Medium,None,180,None,High,5.9,5.0,43560,10912,60,35,6,None,Intolerant,-24,Mid Spring,No Known Source,High,Spring,Fall,No,Yes,No,No,No,No,Yes,No,No,No,465000,Slow,Medium,No,Rapid,No,No,No,No,No,No,,,No,No,,No,No,,Short,
LIBE3,Spring and Summer,,None,Medium,No,No,No,White,Yes,Green,Moderate,Porous,Coarse,Red,No,Multiple Stem,Slow,12.0,No,No,No,None,Yes,Erect,None,No,Yes,Yes,Medium,Medium,Yes,Low,High,,120,Low,Medium,6.0,4.5,2700,1200,50,32,18,None,Intermediate,-23,Mid Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,4500,Slow,Medium,No,None,No,No,No,No,No,No,Medium,Low,No,No,Low,No,No,12,Long,
LIST,Spring,Slow,None,,No,No,No,Yellow,No,Green,Porous,Porous,Fine,Brown,Yes,Single Stem,Moderate,2.6,No,No,No,None,No,Erect,None,No,Yes,Yes,None,Medium,No,Low,Medium,Low,100,None,Medium,8.0,5.0,43560,19360,60,21,2,None,Tolerant,-43,Summer,No Known Source,Medium,Fall,Fall,No,Yes,No,No,No,No,Yes,No,No,No,200000,Slow,Medium,No,None,No,No,No,No,No,No,Medium,Medium,No,No,,No,No,,Moderate,
LIST2,Spring and Summer,,None,High,Yes,Yes,No,Green,No,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,100.0,No,No,No,None,Yes,Erect,None,Yes,Yes,Yes,Low,Low,Yes,Low,Medium,Low,180,Low,High,7.0,4.5,800,300,60,40,36,None,Intolerant,-21,Mid Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,82080,Moderate,High,No,Moderate,No,No,No,Yes,Yes,Yes,Medium,,No,No,,Yes,Yes,45,Long,Medium
LITU,Spring and Summer,,None,High,Yes,Yes,No,Yellow,Yes,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,120.0,No,No,No,None,Yes,Erect,None,Yes,No,Yes,None,Low,Yes,Low,High,Medium,150,None,Medium,6.5,4.5,800,300,80,30,32,Low,Intolerant,-18,Mid Spring,Routinely Available,High,Summer,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,14000,Slow,Medium,No,None,No,No,No,Yes,Yes,Yes,Low,,No,No,,Yes,Yes,50,Moderate,Low
LOCA2,Spring,,None,Medium,No,No,No,Red,Yes,Green,,,Medium,Blue,No,Single Stem,Moderate,5.9,No,No,No,None,No,Erect,None,No,No,Yes,Low,Medium,No,Medium,Medium,Low,130,None,Low,7.8,5.8,10912,2728,60,28,12,None,Tolerant,-34,Summer,Routinely Available,Medium,Summer,Fall,No,No,No,Yes,No,No,Yes,No,No,No,11292758,Slow,High,No,None,No,No,No,No,No,No,Medium,Medium,No,No,,No,No,,Moderate,
LOSE,Spring,,None,High,No,No,No,Red,Yes,Green,Dense,Dense,Medium,Black,Yes,Multiple Stem,Rapid,16.0,No,Yes,No,None,Yes,Climbing,None,No,Yes,Yes,Low,Medium,Yes,Low,Medium,Medium,140,Medium,Medium,8.5,6.0,10912,1746,60,22,10,None,Tolerant,-33,Late Summer,No Known Source,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,Medium,No,Slow,No,No,No,No,No,Yes,Medium,Medium,No,No,,No,No,16,Long,
LUDE4,Summer,Slow,None,Medium,No,No,No,White,No,Green,Moderate,Porous,Medium,Brown,No,Single Crown,Rapid,4.5,No,No,No,None,No,Erect,None,No,Yes,Yes,High,Low,No,None,Medium,High,140,None,High,6.0,4.0,10000,4800,55,28,10,None,Tolerant,7,Mid Summer,No Known Source,Medium,Summer,Fall,No,No,No,No,No,No,No,No,Yes,No,,Slow,Low,No,Rapid,No,No,No,No,No,No,,,No,No,,No,No,,Short,
LUPA,Summer,,None,Medium,No,No,No,Green,No,Gray-Green,,,Fine,Yellow,No,Stoloniferous,Rapid,0.2,No,No,No,None,No,Prostrate,None,Yes,Yes,Yes,High,High,No,None,Low,None,130,None,High,8.5,5.0,10000,4800,60,25,10,None,Intolerant,-34,Spring,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,No,No,Yes,No,,Rapid,High,No,Rapid,No,No,No,No,No,No,Medium,,No,No,,No,No,,Short,
LYAM,Summer and Fall,Slow,None,High,No,No,No,White,No,Green,Moderate,Porous,Coarse,Brown,No,Single Crown,Moderate,1.8,No,No,No,None,No,Erect,None,No,Yes,Yes,High,Medium,No,Low,Medium,High,120,None,High,7.8,5.2,10000,2700,60,12,10,Low,Tolerant,-38,Early Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,Yes,3025308,Moderate,Medium,No,None,No,No,No,No,No,No,,,No,No,,No,No,,Long,
LYRU,Summer and Fall,Slow,None,High,No,No,No,,No,Green,Moderate,Porous,Coarse,Brown,No,Single Crown,Moderate,1.6,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,Medium,No,Low,Medium,High,165,None,High,7.2,5.2,10000,2700,60,30,10,None,Tolerant,-23,Mid Summer,No Known Source,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,Yes,,Moderate,Medium,No,None,No,No,No,No,No,No,,,No,No,,No,No,,Moderate,
LYVI4,Spring and Summer,Slow,None,Low,No,No,No,White,Yes,Dark Green,Porous,Porous,Medium,Black,Yes,Stoloniferous,Moderate,4.0,No,No,No,None,No,Erect,None,No,Yes,Yes,Medium,None,No,Low,Medium,Medium,110,None,High,6.3,5.0,10000,2700,80,35,6,None,Tolerant,-33,Summer,Routinely Available,Medium,Fall,Winter,Yes,No,No,No,No,No,Yes,No,Yes,No,108000,Moderate,Medium,No,Moderate,No,No,No,No,No,No,Low,Low,No,No,,No,No,,Moderate,
LYLU3,Summer,,None,Medium,No,No,No,Red,Yes,Green,Moderate,Moderate,Coarse,Brown,No,Single Stem,Moderate,6.6,No,Yes,No,None,No,Erect,None,Yes,Yes,Yes,Medium,Low,No,Low,Low,High,200,None,Medium,6.0,3.5,3450,1212,60,40,20,None,Tolerant,2,Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,,Moderate,Medium,No,None,No,No,No,No,No,No,Medium,Low,No,No,,No,No,,Long,
LYLA,Spring and Summer,Moderate,None,Medium,No,No,No,Purple,Yes,Green,Moderate,Porous,Medium,Brown,Yes,Rhizomatous,Moderate,2.5,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Low,Medium,No,Medium,Medium,High,120,None,Medium,7.0,5.0,4800,2700,55,32,10,None,Tolerant,-23,Late Spring,No Known Source,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,,Slow,Low,No,Moderate,No,No,No,No,No,No,,,No,No,,No,No,,Moderate,
MAPO,Spring and Summer,,None,High,No,No,No,Green,No,Green,Dense,Porous,Coarse,Orange,Yes,Single Stem,Moderate,35.0,No,No,No,None,Yes,Erect,None,Yes,No,Yes,None,High,Yes,Medium,Medium,Medium,180,Medium,Medium,7.5,4.5,800,300,40,24,32,Low,Intolerant,-23,Late Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,7000,Slow,Medium,No,None,No,No,No,No,No,Yes,Low,Low,No,Yes,Low,No,No,20,Long,High
MAAC,Spring and Summer,,None,High,No,Yes,No,Yellow,Yes,Green,Dense,Porous,Coarse,Red,Yes,Single Stem,Rapid,100.0,No,No,No,None,Yes,Irregular,None,Yes,No,Yes,Low,Low,Yes,None,High,None,160,None,High,7.0,5.2,800,300,60,35,30,None,Intermediate,-16,Mid Spring,Routinely Available,Medium,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,5450,Slow,High,No,None,No,No,No,Yes,No,Yes,Low,Low,No,No,,No,No,40,Moderate,Low
MAGR4,Spring and Summer,,None,High,No,Yes,Yes,White,Yes,Green,Dense,Dense,Coarse,Red,Yes,Single Stem,Moderate,100.0,No,Yes,No,None,Yes,Rounded,None,No,Yes,Yes,None,Low,Yes,Low,Low,Low,220,None,High,6.5,4.5,800,300,60,35,42,Medium,Tolerant,7,Mid Spring,Routinely Available,Medium,Summer,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,6400,Slow,High,No,None,No,No,No,Yes,No,Yes,Low,Low,No,No,,No,No,40,Long,Low
MATR,Spring,,None,High,Yes,No,No,White,Yes,Green,Porous,Porous,Coarse,Red,Yes,Single Stem,Moderate,30.0,No,No,No,None,Yes,Erect,None,No,Yes,Yes,None,Low,No,Low,High,Low,160,Low,Medium,7.5,5.0,3450,1746,60,40,12,None,Tolerant,-3,Spring,Contracting Only,Medium,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,High,No,None,No,No,No,No,No,No,Medium,Medium,No,No,,No,No,30,Short,
MEVI3,Spring,Slow,None,,No,No,No,Blue,Yes,Green,Moderate,Porous,Coarse,,No,Single Stem,Moderate,2.3,No,No,No,None,No,Erect,None,No,Yes,Yes,Low,Medium,No,Low,High,None,100,None,High,8.0,4.5,19360,3450,54,26,4,None,Tolerant,-28,Spring,Routinely Available,,Spring,Summer,No,Yes,No,No,No,No,Yes,No,No,No,225000,Slow,Medium,No,None,No,No,No,No,No,No,Medium,Medium,No,No,,No,No,,Moderate,
MISC,Summer,,None,Medium,No,Yes,No,White,Yes,Green,,,Medium,Blue,Yes,Single Crown,Rapid,1.0,No,No,No,None,No,Climbing,None,No,Yes,Yes,Medium,Medium,No,Low,Medium,None,110,None,Medium,8.7,5.7,2728,1212,60,30,16,Low,Tolerant,-38,Summer,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,,Moderate,High,No,None,No,No,No,No,No,No,High,High,No,No,,No,No,,Moderate,
MIAL2,Spring,Slow,None,,No,No,No,Blue,Yes,Green,Porous,Porous,Medium,Black,No,Single Stem,Rapid,2.3,No,No,No,None,No,Erect,None,No,Yes,Yes,High,Medium,No,None,Medium,None,150,None,High,7.8,6.2,43560,10912,60,24,2,None,Tolerant,-23,Summer,Routinely Available,High,Summer,Fall,No,Yes,No,No,No,No,Yes,No,No,No,4000000,Moderate,High,No,Moderate,No,No,No,No,No,No,High,High,No,No,,No,No,,Short,
MOCA7,Spring,,None,,No,No,No,Green,No,Dark Green,Dense,Dense,Medium,White,Yes,Multiple Stem,Moderate,7.0,No,Yes,No,None,Yes,Erect,None,Yes,Yes,Yes,High,Low,No,Low,Low,High,180,Medium,Medium,7.0,4.5,3400,1700,60,44,12,Medium,Tolerant,-13,Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,Medium,No,None,No,No,No,No,No,No,Low,Low,No,No,,No,No,7,Long,
MOCE2,Spring and Summer,,None,High,No,No,No,White,No,Green,,Moderate,Coarse,Blue,Yes,Rhizomatous,Moderate,10.0,No,Yes,No,None,No,Erect,None,Yes,Yes,Yes,Medium,Medium,Yes,Medium,Low,Low,155,High,High,9.1,5.4,1700,700,60,34,20,Medium,Intolerant,-3,Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,84000,Moderate,Medium,No,Slow,No,No,No,No,No,Yes,Low,Low,No,No,Low,No,No,10,Long,
MOIN,Spring and Summer,,Low,,No,No,No,Green,No,Dark Green,Dense,Dense,Medium,White,Yes,Multiple Stem,Moderate,23.0,No,Yes,No,None,Yes,Erect,None,Yes,Yes,Yes,High,Low,No,Low,Low,Medium,240,Low,Medium,7.5,4.0,3400,1700,64,52,12,Low,Tolerant,17,Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,Medium,No,None,No,No,No,No,No,No,Low,Low,No,No,,No,No,23,Moderate,
MORU2,Spring and Summer,,None,High,Yes,No,No,Green,No,Green,Moderate,Porous,Medium,Purple,Yes,Single Stem,Moderate,70.0,No,No,No,None,Yes,Rounded,None,Yes,Yes,Yes,Medium,Medium,Yes,Medium,Low,Low,140,Low,Medium,7.0,5.0,600,170,60,35,24,None,Tolerant,-33,Early Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,344667,Slow,High,No,None,Yes,No,No,Yes,No,Yes,Low,,Yes,Yes,Low,No,Yes,45,Moderate,Low
MUCA2,Spring and Summer,Moderate,None,Medium,No,Yes,No,Red,No,Yellow-Green,Dense,Moderate,Fine,Purple,No,Bunch,Moderate,3.0,No,No,Yes,None,No,Erect,None,Yes,Yes,Yes,Medium,Low,No,Low,Low,High,120,None,High,6.8,5.8,18000,11000,90,30,9,High,Intolerant,7,Fall,Routinely Available,High,Fall,Winter,No,No,No,No,No,No,Yes,No,Yes,No,1400000,Slow,Medium,No,,No,No,No,No,No,Yes,Low,Low,No,No,,No,No,,Short,
MUFI3,Spring and Summer,Moderate,None,Medium,No,Yes,No,Red,No,Yellow-Green,Dense,Moderate,Fine,Purple,No,Bunch,Moderate,3.0,No,No,Yes,None,No,Erect,None,Yes,Yes,Yes,Low,Medium,No,Low,Low,High,120,None,High,7.2,6.4,18000,11000,90,30,12,High,Intolerant,7,Fall,No Known Source,High,Fall,Winter,No,No,No,No,No,No,Yes,No,Yes,No,1300000,Slow,Medium,No,,No,No,No,No,No,Yes,Low,Low,No,No,,No,No,,Short,
MUME2,"Spring, Summer, Fall",Slow,None,Medium,No,No,No,Green,No,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,3.0,No,No,No,None,No,Semi-Erect,None,No,No,Yes,Medium,Medium,No,Low,Medium,High,100,None,Medium,7.5,5.5,,,50,20,8,None,Intermediate,-33,Late Summer,Routinely Available,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,750000,Moderate,Low,No,Moderate,No,No,No,No,No,No,Low,Low,No,No,Low,No,No,,Short,
MUSC,Spring,Slow,None,,No,No,No,Green,No,Green,Porous,Porous,Fine,Yellow,No,Multiple Stem,Moderate,3.2,No,No,No,None,No,Erect,None,No,Yes,Yes,None,High,No,Medium,Low,Medium,110,None,Low,7.5,4.5,43560,10912,55,26,2,None,Tolerant,-33,Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,750000,Slow,Medium,No,Slow,No,No,Yes,No,No,No,Low,Low,No,No,Low,No,No,,Short,
MUSY,"Spring, Summer, Fall",Slow,None,Medium,No,No,No,Yellow,No,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,3.0,No,No,No,None,No,Semi-Erect,None,No,No,Yes,Low,Low,No,Low,Medium,High,100,None,Medium,7.5,5.9,18000,11000,45,28,8,None,Intermediate,-28,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,750000,Slow,Low,No,Moderate,No,No,No,No,No,No,Low,Low,No,No,Low,No,No,,Short,
NEAR5,Summer,,None,,No,No,Yes,Green,No,Green,Porous,Porous,Medium,Black,No,Multiple Stem,Rapid,0.1,No,No,No,None,No,Climbing,None,Yes,Yes,Yes,Low,Low,No,Medium,Medium,Medium,110,None,Medium,8.0,4.0,2700,1200,60,35,6,None,Tolerant,-13,Late Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,Yes,No,,Moderate,High,No,Rapid,No,No,No,No,No,No,Medium,Medium,No,No,,No,No,,Moderate,
NELU,Summer,,None,Medium,No,No,No,Yellow,Yes,Green,,,Coarse,Brown,Yes,Rhizomatous,Moderate,3.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,Medium,No,None,Medium,None,130,None,High,8.7,4.6,1746,302,,,12,None,Intolerant,-36,Mid Summer,Routinely Available,Medium,Summer,Fall,Yes,Yes,Yes,No,No,No,Yes,No,No,No,,Moderate,Medium,No,Rapid,No,No,No,No,No,No,,,Yes,No,,No,No,,Long,
NYME,Spring,,None,Medium,No,No,No,Yellow,Yes,Green,,,Coarse,Brown,No,Rhizomatous,Moderate,,No,No,No,None,No,Decumbent,None,No,Yes,Yes,High,Medium,No,None,Medium,None,205,None,High,9.0,5.0,3450,1746,,,12,Low,Intolerant,-2,Spring,Routinely Available,Medium,Spring,Spring,No,Yes,No,No,No,No,No,No,No,No,,Slow,,No,Slow,No,No,No,No,No,No,High,Medium,No,No,,No,No,,Moderate,
NYAQ2,Spring and Summer,,None,High,Yes,Yes,No,Green,No,Green,Moderate,Porous,Coarse,Purple,No,Single Stem,Moderate,100.0,No,No,No,None,Yes,Erect,None,Yes,Yes,Yes,High,None,Yes,None,Medium,Low,231,None,High,5.7,4.3,800,400,60,40,28,None,Intolerant,-23,Mid Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,480,Slow,Low,No,None,No,No,No,Yes,No,No,Medium,,No,No,,Yes,No,30,Long,Medium
NYBI,Spring and Summer,,None,High,Yes,Yes,No,Green,No,Green,Dense,Porous,Coarse,Blue,No,Single Stem,Moderate,115.0,No,No,No,None,Yes,Erect,None,No,Yes,Yes,High,None,Yes,None,Medium,Medium,230,None,High,5.7,4.5,800,400,60,40,34,None,Intolerant,-18,Late Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,2400,Slow,Low,No,None,No,No,No,Yes,No,No,Medium,,No,No,,Yes,No,36,Moderate,Medium
NYOG,Spring and Summer,,None,High,Yes,No,No,Green,No,Green,Dense,Porous,Coarse,Red,Yes,Single Stem,Rapid,50.0,No,No,No,None,Yes,Erect,None,Yes,Yes,Yes,High,Low,Yes,Low,Medium,Medium,270,None,High,6.5,4.5,800,400,60,45,24,None,Intolerant,-8,Mid Spring,Routinely Available,High,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,1230,Slow,High,No,Moderate,Yes,No,No,No,No,No,,,Yes,No,,No,No,40,Short,Low
OEFR,Spring and Summer,Slow,None,,No,No,No,,Yes,Green,Moderate,Porous,Medium,Brown,No,Multiple Stem,Moderate,3.3,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,High,No,Low,Low,Low,140,None,High,7.0,4.5,43000,11000,62,32,6,High,Tolerant,-33,Summer,No Known Source,Medium,Summer,Fall,No,Yes,No,No,No,No,Yes,No,No,No,3780000,Moderate,Medium,No,None,No,No,No,No,No,No,,,No,No,,No,No,,Moderate,
OSCI,Spring and Fall,Slow,None,,No,No,No,Orange,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,4.9,No,No,No,None,No,Erect,None,No,Yes,Yes,Medium,Low,No,Medium,Medium,None,100,None,Medium,7.0,4.5,3450,2700,60,40,12,Low,Tolerant,-33,Spring,Routinely Available,Medium,Spring,Spring,Yes,No,No,Yes,No,No,No,No,Yes,No,,Moderate,Medium,No,None,No,No,No,No,No,No,Low,,No,No,,No,No,,Moderate,
OSRE,"Spring, Summer, Fall",,None,High,No,Yes,No,,No,Dark Green,Dense,Porous,Fine,,No,Rhizomatous,Moderate,6.0,No,No,No,None,No,Semi-Erect,None,Yes,Yes,Yes,Medium,Low,No,Low,High,Low,110,Low,High,6.0,4.0,1700,700,55,32,16,None,Tolerant,-38,,Routinely Available,None,,,No,No,No,Yes,No,Yes,Yes,No,Yes,No,,None,,No,Rapid,No,No,No,No,No,No,,,Yes,No,,No,No,,Long,
OSVI,Spring and Summer,,None,High,Yes,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Slow,45.0,No,No,No,None,Yes,Erect,None,Yes,Yes,Yes,None,Medium,Yes,Medium,Low,Medium,100,None,Low,7.6,4.2,1200,200,60,18,16,None,Tolerant,-38,Mid Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,30000,Slow,Medium,No,None,No,No,No,No,Yes,Yes,Medium,,No,Yes,,No,No,20,Short,High
OXAR,Spring and Summer,,None,High,Yes,Yes,No,White,Yes,Green,Moderate,Porous,Coarse,Brown,No,Single Stem,Slow,35.0,No,No,No,None,Yes,Columnar,None,Yes,No,Yes,None,None,No,Medium,Low,Low,150,None,Low,6.5,4.0,1200,200,40,30,30,None,Tolerant,-13,Early Summer,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,3675000,Slow,Low,No,None,No,No,No,No,No,Yes,Medium,Low,No,No,,No,No,20,Moderate,
PADI,Summer and Fall,Slow,None,,No,No,No,Green,No,Green,Porous,Porous,Fine,Yellow,No,Bunch,Rapid,3.3,No,No,No,None,No,Semi-Erect,None,Yes,Yes,Yes,High,High,No,None,Low,None,100,None,High,7.0,4.8,,,65,20,6,Medium,Intolerant,-43,Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,392000,Moderate,Medium,No,None,No,No,No,No,No,No,High,High,No,No,,No,No,,,
PARI4,Summer,Slow,None,,No,No,No,Green,No,Green,Dense,Dense,Medium,Brown,No,Bunch,Moderate,3.3,No,No,No,None,No,Erect,None,No,Yes,Yes,High,Medium,No,Low,Low,High,130,None,High,7.5,5.0,19360,3450,64,32,6,Low,Intolerant,-33,Late Summer,No Known Source,High,Fall,Fall,No,No,No,No,No,No,Yes,No,No,No,796636,Moderate,Medium,No,None,No,No,No,No,No,No,Medium,Medium,No,No,,No,No,,Long,
PAVI2,Summer,Moderate,None,Medium,No,No,No,Yellow,No,Green,Dense,Dense,Coarse,Brown,No,Rhizomatous,Rapid,5.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Medium,Low,No,Medium,High,High,120,None,Medium,8.0,4.5,,,60,12,12,Medium,Intolerant,-43,Mid Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,259000,Slow,Medium,No,Slow,No,No,Yes,No,No,No,Medium,High,No,No,Medium,No,No,,Long,
PAQU2,Spring and Summer,,None,High,No,Yes,No,,No,Green,,,Coarse,Blue,No,Stoloniferous,Rapid,1.0,No,No,No,None,Yes,Prostrate,None,No,Yes,Yes,None,Medium,Yes,High,Low,Low,130,None,Low,7.5,5.0,19000,2700,60,32,16,Medium,Intermediate,-28,Late Spring,Routinely Available,Low,Spring,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,18367,Moderate,Medium,No,Rapid,No,No,No,No,No,Yes,Medium,Low,No,No,Low,No,No,,Moderate,
PACO14,Year Round,Rapid,None,Medium,No,No,No,Yellow,No,Green,Moderate,Moderate,Medium,White,No,Stoloniferous,Rapid,3.0,No,Yes,Yes,None,No,Decumbent,None,Yes,Yes,Yes,Medium,Medium,No,Medium,Low,Medium,269,Medium,Medium,7.0,5.0,40000,1000,200,40,12,Low,Tolerant,15,Indeterminate,No Known Source,High,Year Round,Year Round,No,No,No,No,No,No,Yes,No,Yes,No,350000,Rapid,Medium,No,Moderate,No,No,No,No,No,No,Low,Low,No,No,Medium,No,No,,Long,
